timestamp,location,number_of_users,bandwidth_usage
2024-03-24 05:02:00,Sports Complex,1.0,1.66
2024-03-24 05:47:00,Hostel Area,3.0,4.69
2024-03-24 05:27:00,Admin Zone,3.0,6.09
2024-03-24 06:28:00,Academic Zone,20.0,33.88
2024-03-24 06:12:00,Library,16.0,28.87
2024-03-24 06:37:00,Cafeteria,9.0,14.82
2024-03-24 06:35:00,Sports Complex,3.0,5.38
2024-03-24 06:14:00,Hostel Area,13.0,16.76
2024-03-24 06:45:00,Admin Zone,7.0,13.45
2024-03-24 07:16:00,Academic Zone,33.0,40.57
2024-03-24 07:57:00,Library,22.0,27.06
2024-03-24 07:19:00,Cafeteria,16.0,23.02
2024-03-24 07:59:00,Sports Complex,12.0,12.93
2024-03-24 07:34:00,Hostel Area,28.0,44.08
2024-03-24 07:32:00,Admin Zone,15.0,18.54
2024-03-24 08:12:00,Academic Zone,116.0,195.9
2024-03-24 08:35:00,Library,48.0,49.01
2024-03-24 08:19:00,Cafeteria,35.0,53.42
2024-03-24 08:11:00,Sports Complex,30.0,38.89
2024-03-24 08:20:00,Hostel Area,37.0,58.68
2024-03-24 08:51:00,Admin Zone,27.0,41.37
2024-03-24 09:14:00,Academic Zone,120.0,170.2
2024-03-24 09:24:00,Library,119.0,199.48
2024-03-24 09:58:00,Cafeteria,64.0,54.62
2024-03-24 09:51:00,Sports Complex,34.0,59.8
2024-03-24 09:58:00,Hostel Area,65.0,93.01
2024-03-24 09:40:00,Admin Zone,44.0,68.96
2024-03-24 10:54:00,Academic Zone,154.0,250.17
2024-03-24 10:19:00,Library,142.0,173.92
2024-03-24 10:25:00,Cafeteria,70.0,108.57
2024-03-24 10:58:00,Sports Complex,62.0,111.6
2024-03-24 10:08:00,Hostel Area,95.0,119.55
2024-03-24 10:34:00,Admin Zone,55.0,107.81
2024-03-24 11:03:00,Academic Zone,209.0,324.87
2024-03-24 11:21:00,Library,137.0,206.45
2024-03-24 11:21:00,Cafeteria,73.0,79.13
2024-03-24 11:03:00,Sports Complex,60.0,94.14
2024-03-24 11:28:00,Hostel Area,123.0,196.22
2024-03-24 11:52:00,Admin Zone,55.0,76.76
2024-03-24 12:28:00,Academic Zone,218.0,321.27
2024-03-24 12:59:00,Library,185.0,403.2
2024-03-24 12:17:00,Cafeteria,101.0,151.35
2024-03-24 12:45:00,Sports Complex,112.0,188.53
2024-03-24 12:03:00,Hostel Area,160.0,279.16
2024-03-24 12:25:00,Admin Zone,101.0,118.05
2024-03-24 13:23:00,Academic Zone,158.0,241.58
2024-03-24 13:28:00,Library,163.0,355.69
2024-03-24 13:39:00,Cafeteria,140.0,256.99
2024-03-24 13:21:00,Sports Complex,34.0,44.98
2024-03-24 13:22:00,Hostel Area,147.0,188.08
2024-03-24 13:05:00,Admin Zone,71.0,101.03
2024-03-24 14:23:00,Academic Zone,,
2024-03-24 14:25:00,Library,128.0,224.47
2024-03-24 14:10:00,Cafeteria,121.0,145.38
2024-03-24 14:13:00,Sports Complex,75.0,117.8
2024-03-24 14:36:00,Hostel Area,60.0,111.99
2024-03-24 14:11:00,Admin Zone,45.0,87.18
2024-03-24 15:46:00,Academic Zone,175.0,207.89
2024-03-24 15:52:00,Library,106.0,180.77
2024-03-24 15:00:00,Cafeteria,64.0,129.41
2024-03-24 15:38:00,Sports Complex,49.0,51.53
2024-03-24 15:02:00,Hostel Area,90.0,149.03
2024-03-24 15:34:00,Admin Zone,43.0,78.58
2024-03-24 16:59:00,Academic Zone,140.0,240.17
2024-03-24 16:21:00,Library,92.0,109.88
2024-03-24 16:57:00,Cafeteria,77.0,156.17
2024-03-24 16:49:00,Sports Complex,43.0,76.0
2024-03-24 16:20:00,Hostel Area,82.0,105.57
2024-03-24 16:06:00,Admin Zone,51.0,66.91
2024-03-24 17:02:00,Academic Zone,201.0,317.91
2024-03-24 17:31:00,Library,93.0,141.06
2024-03-24 17:40:00,Cafeteria,63.0,68.22
2024-03-24 17:44:00,Sports Complex,26.0,28.48
2024-03-24 17:19:00,Hostel Area,82.0,154.28
2024-03-24 17:46:00,Admin Zone,66.0,138.58
2024-03-24 18:01:00,Academic Zone,181.0,201.18
2024-03-24 18:42:00,Library,147.0,201.77
2024-03-24 18:38:00,Cafeteria,101.0,108.35
2024-03-24 18:06:00,Sports Complex,54.0,102.84
2024-03-24 18:56:00,Hostel Area,153.0,284.12
2024-03-24 18:14:00,Admin Zone,74.0,131.87
2024-03-24 19:06:00,Academic Zone,145.0,235.8
2024-03-24 19:05:00,Library,112.0,149.63
2024-03-24 19:06:00,Cafeteria,76.0,152.78
2024-03-24 19:29:00,Sports Complex,44.0,72.38
2024-03-24 19:49:00,Hostel Area,290.0329164907845,172.45
2024-03-24 19:32:00,Admin Zone,49.0,84.98
2024-03-24 20:24:00,Academic Zone,89.0,164.92
2024-03-24 20:06:00,Library,102.0,151.55
2024-03-24 20:38:00,Cafeteria,45.0,96.31
2024-03-24 20:43:00,Sports Complex,25.0,35.29
2024-03-24 20:01:00,Hostel Area,40.0,76.5
2024-03-24 20:09:00,Admin Zone,26.0,42.8
2024-03-24 21:21:00,Academic Zone,65.0,95.98
2024-03-24 21:51:00,Library,43.0,70.18
2024-03-24 21:18:00,Cafeteria,41.0,58.39
2024-03-24 21:45:00,Sports Complex,12.0,11.48
2024-03-24 21:28:00,Hostel Area,38.0,51.8
2024-03-24 21:43:00,Admin Zone,21.0,33.3
2024-03-24 22:24:00,Academic Zone,29.0,67.51
2024-03-24 22:03:00,Library,27.0,47.81
2024-03-24 22:43:00,Cafeteria,15.0,21.83
2024-03-24 22:44:00,Sports Complex,7.0,10.66
2024-03-24 22:11:00,Hostel Area,14.0,14.25
2024-03-24 22:10:00,Admin Zone,10.0,12.16
2024-03-24 23:40:00,Academic Zone,14.0,19.59
2024-03-24 23:01:00,Library,12.0,20.93
2024-03-24 23:25:00,Cafeteria,9.0,13.42
2024-03-24 23:45:00,Sports Complex,5.0,6.8
2024-03-24 23:39:00,Hostel Area,11.0,18.17
2024-03-24 23:23:00,Admin Zone,5.0,7.31
2024-03-25 00:58:00,Academic Zone,7.0,12.09
2024-03-25 00:14:00,Library,7.0,10.58
2024-03-25 00:20:00,Cafeteria,2.0,3.33
2024-03-25 00:52:00,Sports Complex,1.0,1.18
2024-03-25 00:58:00,Hostel Area,5.0,6.98
2024-03-25 00:59:00,Admin Zone,2.0,2.87
2024-03-25 01:17:00,Academic Zone,5.0,7.71
2024-03-25 01:44:00,Library,3.0,4.9
2024-03-25 01:05:00,Cafeteria,2.0,2.83
2024-03-25 01:43:00,Sports Complex,1.0,1.53
2024-03-25 01:11:00,Hostel Area,1.0,1.66
2024-03-25 01:00:00,Admin Zone,1.0,1.66
2024-03-25 02:57:00,Academic Zone,3.0,4.18
2024-03-25 02:05:00,Library,2.0,3.1
2024-03-25 02:42:00,Cafeteria,2.0,3.81
2024-03-25 02:08:00,Sports Complex,0.0,0.0
2024-03-25 02:11:00,Hostel Area,2.0,2.54
2024-03-25 02:28:00,Admin Zone,0.0,0.0
2024-03-25 03:57:00,Academic Zone,4.0,6.98
2024-03-25 03:20:00,Library,3.0,3.58
2024-03-25 03:50:00,Cafeteria,2.0,3.39
2024-03-25 03:50:00,Sports Complex,0.0,0.0
2024-03-25 03:57:00,Hostel Area,2.0,3.56
2024-03-25 03:36:00,Admin Zone,1.0,1.37
2024-03-25 04:22:00,Academic Zone,7.0,7.4
2024-03-25 04:55:00,Library,7.0,12.16
2024-03-25 04:03:00,Cafeteria,3.0,5.04
2024-03-25 04:00:00,Sports Complex,2.0,2.34
2024-03-25 04:10:00,Hostel Area,7.0,8.74
2024-03-25 04:55:00,Admin Zone,1.0,1.62
2024-03-25 05:26:00,Academic Zone,22.0,30.39
2024-03-25 05:48:00,Library,16.0,20.23
2024-03-25 05:51:00,Cafeteria,6.0,10.76
2024-03-25 05:44:00,Sports Complex,6.0,8.33
2024-03-25 05:58:00,Hostel Area,17.0,24.0
2024-03-25 05:03:00,Admin Zone,7.0,8.44
2024-03-25 06:05:00,Academic Zone,34.0,57.27
2024-03-25 06:20:00,Library,54.0,112.02
2024-03-25 06:07:00,Cafeteria,24.0,23.92
2024-03-25 06:21:00,Sports Complex,15.0,24.99
2024-03-25 06:13:00,Hostel Area,22.0,33.53
2024-03-25 06:55:00,Admin Zone,19.0,26.22
2024-03-25 07:46:00,Academic Zone,121.0,221.8
2024-03-25 07:59:00,Library,78.0,139.19
2024-03-25 07:11:00,Cafeteria,80.0,108.52
2024-03-25 07:58:00,Sports Complex,54.0,50.42
2024-03-25 07:56:00,Hostel Area,112.0,131.02
2024-03-25 07:22:00,Admin Zone,,
2024-03-25 08:51:00,Academic Zone,330.0,400.38
2024-03-25 08:41:00,Library,238.0,325.67
2024-03-25 08:43:00,Cafeteria,112.0,112.74
2024-03-25 08:43:00,Sports Complex,72.0,80.35
2024-03-25 08:37:00,Hostel Area,132.0,178.72
2024-03-25 08:16:00,Admin Zone,92.0,122.86
2024-03-25 09:28:00,Academic Zone,,
2024-03-25 09:40:00,Library,257.0,316.61
2024-03-25 09:56:00,Cafeteria,153.0,101.59
2024-03-25 09:39:00,Sports Complex,94.0,191.24
2024-03-25 09:21:00,Hostel Area,246.0,339.16
2024-03-25 09:02:00,Admin Zone,149.0,204.29
2024-03-25 10:28:00,Academic Zone,497.0,726.86
2024-03-25 10:18:00,Library,400.0,631.51
2024-03-25 10:02:00,Cafeteria,220.0,319.95
2024-03-25 10:53:00,Sports Complex,136.0,273.22
2024-03-25 10:31:00,Hostel Area,283.0,409.11
2024-03-25 10:06:00,Admin Zone,169.0,229.62
2024-03-25 11:48:00,Academic Zone,458.0,617.27
2024-03-25 11:28:00,Library,275.0,484.25
2024-03-25 11:45:00,Cafeteria,105.0,167.42
2024-03-25 11:12:00,Sports Complex,105.0,142.85
2024-03-25 11:54:00,Hostel Area,214.0,266.75
2024-03-25 11:08:00,Admin Zone,102.0,140.31
2024-03-25 12:29:00,Academic Zone,235.0,388.47
2024-03-25 12:38:00,Library,197.0,342.69
2024-03-25 12:35:00,Cafeteria,119.0,132.51
2024-03-25 12:03:00,Sports Complex,80.0,92.22
2024-03-25 12:59:00,Hostel Area,183.0,231.19
2024-03-25 12:22:00,Admin Zone,78.0,87.79
2024-03-25 13:45:00,Academic Zone,414.0,708.07
2024-03-25 13:47:00,Library,194.0,244.86
2024-03-25 13:37:00,Cafeteria,217.0,323.6
2024-03-25 13:43:00,Sports Complex,89.0,136.37
2024-03-25 13:23:00,Hostel Area,227.0,339.77
2024-03-25 13:41:00,Admin Zone,100.0,90.35
2024-03-25 14:01:00,Academic Zone,355.0,335.54
2024-03-25 14:58:00,Library,252.0,328.46
2024-03-25 14:14:00,Cafeteria,152.0,247.35
2024-03-25 14:42:00,Sports Complex,97.0,159.27
2024-03-25 14:48:00,Hostel Area,146.0,252.14
2024-03-25 14:53:00,Admin Zone,150.0,222.75
2024-03-25 15:04:00,Academic Zone,436.0,742.31
2024-03-25 15:03:00,Library,245.0,472.75
2024-03-25 15:00:00,Cafeteria,159.0,194.45
2024-03-25 15:25:00,Sports Complex,104.0,203.22
2024-03-25 15:18:00,Hostel Area,140.0,190.54
2024-03-25 15:43:00,Admin Zone,100.0,111.74
2024-03-25 16:39:00,Academic Zone,236.0,298.6
2024-03-25 16:13:00,Library,214.0,352.71
2024-03-25 16:19:00,Cafeteria,128.0,200.1
2024-03-25 16:49:00,Sports Complex,93.0,195.72
2024-03-25 16:46:00,Hostel Area,181.0,244.02
2024-03-25 16:00:00,Admin Zone,95.0,143.38
2024-03-25 17:13:00,Academic Zone,261.0,322.21
2024-03-25 17:44:00,Library,207.0,315.6
2024-03-25 17:57:00,Cafeteria,113.0,167.98
2024-03-25 17:37:00,Sports Complex,83.0,192.61
2024-03-25 17:07:00,Hostel Area,151.0,193.36
2024-03-25 17:00:00,Admin Zone,81.0,129.01
2024-03-25 18:17:00,Academic Zone,281.0,435.81
2024-03-25 18:22:00,Library,206.0,392.31
2024-03-25 18:08:00,Cafeteria,128.0,222.9
2024-03-25 18:02:00,Sports Complex,54.0,71.82
2024-03-25 18:56:00,Hostel Area,185.0,275.76
2024-03-25 18:13:00,Admin Zone,120.0,189.69
2024-03-25 19:27:00,Academic Zone,425.0,699.58
2024-03-25 19:02:00,Library,220.0,317.3
2024-03-25 19:32:00,Cafeteria,163.0,306.97
2024-03-25 19:39:00,Sports Complex,91.0,132.77
2024-03-25 19:44:00,Hostel Area,198.0,304.26
2024-03-25 19:48:00,Admin Zone,135.0,230.9
2024-03-25 20:18:00,Academic Zone,295.0,265.37
2024-03-25 20:04:00,Library,260.0,397.93
2024-03-25 20:04:00,Cafeteria,161.0,241.8
2024-03-25 20:34:00,Sports Complex,95.0,85.05
2024-03-25 20:19:00,Hostel Area,207.0,248.78
2024-03-25 20:40:00,Admin Zone,,
2024-03-25 21:39:00,Academic Zone,179.0,205.02
2024-03-25 21:58:00,Library,136.0,177.79
2024-03-25 21:06:00,Cafeteria,105.0,119.91
2024-03-25 21:14:00,Sports Complex,62.0,111.65
2024-03-25 21:41:00,Hostel Area,164.0,227.1
2024-03-25 21:21:00,Admin Zone,74.0,96.31
2024-03-25 22:56:00,Academic Zone,79.0,105.74
2024-03-25 22:39:00,Library,52.0,47.18
2024-03-25 22:39:00,Cafeteria,55.0,86.67
2024-03-25 22:57:00,Sports Complex,37.0,71.43
2024-03-25 22:11:00,Hostel Area,69.0,83.98
2024-03-25 22:34:00,Admin Zone,29.0,34.45
2024-03-25 23:22:00,Academic Zone,34.0,43.34
2024-03-25 23:22:00,Library,18.0,29.27
2024-03-25 23:48:00,Cafeteria,18.0,22.97
2024-03-25 23:48:00,Sports Complex,8.0,15.51
2024-03-25 23:15:00,Hostel Area,24.0,29.36
2024-03-25 23:58:00,Admin Zone,15.0,25.73
2024-03-26 00:23:00,Academic Zone,10.0,14.46
2024-03-26 00:43:00,Library,4.0,5.95
2024-03-26 00:36:00,Cafeteria,2.0,3.5
2024-03-26 00:21:00,Sports Complex,1.0,1.62
2024-03-26 00:09:00,Hostel Area,7.0,9.48
2024-03-26 00:02:00,Admin Zone,2.0,2.72
2024-03-26 01:23:00,Academic Zone,3.0,4.29
2024-03-26 01:24:00,Library,3.0,5.3
2024-03-26 01:04:00,Cafeteria,1.0,1.54
2024-03-26 01:02:00,Sports Complex,0.0,0.0
2024-03-26 01:03:00,Hostel Area,0.0,0.0
2024-03-26 01:26:00,Admin Zone,1.0,1.75
2024-03-26 02:31:00,Academic Zone,5.0,7.5
2024-03-26 02:36:00,Library,2.0,2.98
2024-03-26 02:36:00,Cafeteria,2.0,2.63
2024-03-26 02:00:00,Sports Complex,0.0,0.0
2024-03-26 02:41:00,Hostel Area,2.0,2.3
2024-03-26 02:01:00,Admin Zone,0.0,0.0
2024-03-26 03:25:00,Academic Zone,4.0,5.39
2024-03-26 03:36:00,Library,1.0,1.69
2024-03-26 03:27:00,Cafeteria,1.0,1.57
2024-03-26 03:58:00,Sports Complex,0.0,0.0
2024-03-26 03:58:00,Hostel Area,2.0,3.34
2024-03-26 03:52:00,Admin Zone,0.0,0.0
2024-03-26 04:35:00,Academic Zone,10.0,16.17
2024-03-26 04:03:00,Library,4.0,8.76
2024-03-26 04:04:00,Cafeteria,3.0,5.7
2024-03-26 04:34:00,Sports Complex,2.0,3.21
2024-03-26 04:24:00,Hostel Area,6.0,5.72
2024-03-26 04:45:00,Admin Zone,3.0,4.2
2024-03-26 05:28:00,Academic Zone,31.0,28.56
2024-03-26 05:30:00,Library,16.0,25.84
2024-03-26 05:16:00,Cafeteria,8.0,11.38
2024-03-26 05:02:00,Sports Complex,5.0,6.04
2024-03-26 05:49:00,Hostel Area,10.0,14.52
2024-03-26 05:44:00,Admin Zone,7.0,9.12
2024-03-26 06:57:00,Academic Zone,33.0,48.57
2024-03-26 06:15:00,Library,51.0,72.77
2024-03-26 06:30:00,Cafeteria,31.0,55.07
2024-03-26 06:32:00,Sports Complex,,
2024-03-26 06:17:00,Hostel Area,42.0,51.15
2024-03-26 06:44:00,Admin Zone,26.0,28.49
2024-03-26 07:43:00,Academic Zone,85.0,130.05
2024-03-26 07:08:00,Library,128.0,212.37
2024-03-26 07:45:00,Cafeteria,55.0,84.91
2024-03-26 07:56:00,Sports Complex,28.0,44.93
2024-03-26 07:13:00,Hostel Area,95.0,157.99
2024-03-26 07:42:00,Admin Zone,60.0,99.59
2024-03-26 08:12:00,Academic Zone,200.0,269.43
2024-03-26 08:36:00,Library,165.0,121.74
2024-03-26 08:54:00,Cafeteria,156.0,263.8
2024-03-26 08:18:00,Sports Complex,63.0,79.67
2024-03-26 08:19:00,Hostel Area,173.0,230.96
2024-03-26 08:37:00,Admin Zone,118.0,163.36
2024-03-26 09:44:00,Academic Zone,314.0,511.62
2024-03-26 09:23:00,Library,242.0,414.3
2024-03-26 09:55:00,Cafeteria,186.0,329.82
2024-03-26 09:14:00,Sports Complex,129.0,143.03
2024-03-26 09:01:00,Hostel Area,246.0,365.58
2024-03-26 09:00:00,Admin Zone,131.0,242.07
2024-03-26 10:25:00,Academic Zone,397.0,430.46
2024-03-26 10:31:00,Library,284.0,366.35
2024-03-26 10:29:00,Cafeteria,182.0,272.19
2024-03-26 10:24:00,Sports Complex,98.0,164.99
2024-03-26 10:48:00,Hostel Area,333.0,517.13
2024-03-26 10:54:00,Admin Zone,164.0,197.06
2024-03-26 11:54:00,Academic Zone,418.0,798.87
2024-03-26 11:10:00,Library,348.0,461.13
2024-03-26 11:21:00,Cafeteria,222.0,450.22
2024-03-26 11:20:00,Sports Complex,90.0,153.93
2024-03-26 11:00:00,Hostel Area,202.0,220.82
2024-03-26 11:13:00,Admin Zone,121.0,161.1
2024-03-26 12:10:00,Academic Zone,285.0,206.64
2024-03-26 12:40:00,Library,248.0,354.72
2024-03-26 12:22:00,Cafeteria,,
2024-03-26 12:53:00,Sports Complex,113.0,154.68
2024-03-26 12:00:00,Hostel Area,193.0,232.64
2024-03-26 12:04:00,Admin Zone,107.0,169.13
2024-03-26 13:31:00,Academic Zone,297.0,513.13
2024-03-26 13:13:00,Library,234.0,430.61
2024-03-26 13:24:00,Cafeteria,121.0,179.12
2024-03-26 13:20:00,Sports Complex,146.0,114.16
2024-03-26 13:16:00,Hostel Area,257.0,409.91
2024-03-26 13:08:00,Admin Zone,112.0,204.94
2024-03-26 14:57:00,Academic Zone,387.0,546.21
2024-03-26 14:25:00,Library,238.0,326.79
2024-03-26 14:11:00,Cafeteria,169.0,244.59
2024-03-26 14:18:00,Sports Complex,85.0,131.32
2024-03-26 14:06:00,Hostel Area,199.0,306.62
2024-03-26 14:29:00,Admin Zone,175.0,307.34
2024-03-26 15:34:00,Academic Zone,312.0,357.43
2024-03-26 15:16:00,Library,254.0,517.11
2024-03-26 15:11:00,Cafeteria,125.0,105.21
2024-03-26 15:37:00,Sports Complex,95.0,186.31
2024-03-26 15:03:00,Hostel Area,251.0,501.15
2024-03-26 15:40:00,Admin Zone,83.0,114.58
2024-03-26 16:11:00,Academic Zone,269.0,217.13
2024-03-26 16:42:00,Library,196.0,262.73
2024-03-26 16:36:00,Cafeteria,118.0,186.46
2024-03-26 16:44:00,Sports Complex,67.0,78.59
2024-03-26 16:49:00,Hostel Area,184.0,215.24
2024-03-26 16:09:00,Admin Zone,87.0,108.79
2024-03-26 17:14:00,Academic Zone,261.0,268.26
2024-03-26 17:50:00,Library,177.0,281.83
2024-03-26 17:14:00,Cafeteria,121.0,220.5
2024-03-26 17:19:00,Sports Complex,76.0,124.33
2024-03-26 17:21:00,Hostel Area,89.0,148.87
2024-03-26 17:54:00,Admin Zone,101.0,127.96
2024-03-26 18:06:00,Academic Zone,336.0,595.17
2024-03-26 18:04:00,Library,183.0,245.55
2024-03-26 18:00:00,Cafeteria,109.0,198.13
2024-03-26 18:47:00,Sports Complex,67.0,87.12
2024-03-26 18:50:00,Hostel Area,166.0,192.91
2024-03-26 18:02:00,Admin Zone,106.0,149.56
2024-03-26 19:36:00,Academic Zone,409.0,717.97
2024-03-26 19:02:00,Library,350.0,360.31
2024-03-26 19:41:00,Cafeteria,125.0,187.61
2024-03-26 19:57:00,Sports Complex,98.0,138.5
2024-03-26 19:57:00,Hostel Area,286.0,394.62
2024-03-26 19:26:00,Admin Zone,131.0,209.73
2024-03-26 20:53:00,Academic Zone,276.0,452.5
2024-03-26 20:43:00,Library,246.0,460.41
2024-03-26 20:02:00,Cafeteria,193.0,143.55
2024-03-26 20:22:00,Sports Complex,62.0,90.3
2024-03-26 20:15:00,Hostel Area,236.0,362.72
2024-03-26 20:00:00,Admin Zone,121.0,282.75
2024-03-26 21:40:00,Academic Zone,183.0,298.77
2024-03-26 21:48:00,Library,170.0,298.81
2024-03-26 21:34:00,Cafeteria,124.0,206.65
2024-03-26 21:35:00,Sports Complex,76.0,144.55
2024-03-26 21:58:00,Hostel Area,146.0,214.38
2024-03-26 21:26:00,Admin Zone,79.0,79.14
2024-03-26 22:32:00,Academic Zone,93.0,112.56
2024-03-26 22:16:00,Library,96.0,182.89
2024-03-26 22:15:00,Cafeteria,58.0,84.75
2024-03-26 22:00:00,Sports Complex,25.0,44.07
2024-03-26 22:09:00,Hostel Area,81.0,119.18
2024-03-26 22:56:00,Admin Zone,37.0,51.61
2024-03-26 23:57:00,Academic Zone,35.0,48.42
2024-03-26 23:07:00,Library,25.0,28.72
2024-03-26 23:05:00,Cafeteria,16.0,32.41
2024-03-26 23:24:00,Sports Complex,9.0,16.31
2024-03-26 23:25:00,Hostel Area,24.0,35.12
2024-03-26 23:28:00,Admin Zone,11.0,14.69
2024-03-27 00:14:00,Academic Zone,9.0,14.76
2024-03-27 00:50:00,Library,7.0,10.72
2024-03-27 00:08:00,Cafeteria,2.0,2.57
2024-03-27 00:39:00,Sports Complex,2.0,2.88
2024-03-27 00:59:00,Hostel Area,6.0,11.54
2024-03-27 00:00:00,Admin Zone,3.0,5.3
2024-03-27 01:18:00,Academic Zone,1.0,1.43
2024-03-27 01:57:00,Library,2.0,3.54
2024-03-27 01:43:00,Cafeteria,2.0,2.1
2024-03-27 01:21:00,Sports Complex,0.0,0.0
2024-03-27 01:59:00,Hostel Area,3.0,4.75
2024-03-27 01:58:00,Admin Zone,1.0,1.06
2024-03-27 02:29:00,Academic Zone,4.0,5.62
2024-03-27 02:21:00,Library,3.0,3.38
2024-03-27 02:48:00,Cafeteria,1.0,1.35
2024-03-27 02:56:00,Sports Complex,1.0,1.79
2024-03-27 02:36:00,Hostel Area,1.0,1.74
2024-03-27 02:35:00,Admin Zone,,
2024-03-27 03:50:00,Academic Zone,3.0,4.12
2024-03-27 03:34:00,Library,2.0,3.57
2024-03-27 03:28:00,Cafeteria,2.0,2.25
2024-03-27 03:20:00,Sports Complex,0.0,0.0
2024-03-27 03:54:00,Hostel Area,2.0,2.64
2024-03-27 03:36:00,Admin Zone,0.0,0.0
2024-03-27 04:55:00,Academic Zone,7.0,9.64
2024-03-27 04:11:00,Library,4.0,6.7
2024-03-27 04:05:00,Cafeteria,2.0,3.67
2024-03-27 04:10:00,Sports Complex,2.0,3.26
2024-03-27 04:37:00,Hostel Area,5.0,7.07
2024-03-27 04:47:00,Admin Zone,2.0,3.88
2024-03-27 05:37:00,Academic Zone,20.0,32.31
2024-03-27 05:49:00,Library,17.0,26.04
2024-03-27 05:27:00,Cafeteria,9.0,8.78
2024-03-27 05:19:00,Sports Complex,6.0,10.94
2024-03-27 05:10:00,Hostel Area,13.0,24.35
2024-03-27 05:25:00,Admin Zone,7.0,6.38
2024-03-27 06:02:00,Academic Zone,48.0,64.96
2024-03-27 06:14:00,Library,43.0,65.46
2024-03-27 06:53:00,Cafeteria,25.0,50.28
2024-03-27 06:15:00,Sports Complex,10.0,14.76
2024-03-27 06:26:00,Hostel Area,34.0,37.71
2024-03-27 06:42:00,Admin Zone,24.0,28.72
2024-03-27 07:51:00,Academic Zone,148.0,179.77
2024-03-27 07:56:00,Library,71.0,101.75
2024-03-27 07:11:00,Cafeteria,77.0,101.69
2024-03-27 07:51:00,Sports Complex,53.0,84.2
2024-03-27 07:00:00,Hostel Area,107.0,139.41
2024-03-27 07:56:00,Admin Zone,45.0,62.92
2024-03-27 08:44:00,Academic Zone,253.0,344.42
2024-03-27 08:09:00,Library,166.0,288.37
2024-03-27 08:29:00,Cafeteria,96.0,162.02
2024-03-27 08:23:00,Sports Complex,90.0,127.25
2024-03-27 08:22:00,Hostel Area,263.0,395.22
2024-03-27 08:33:00,Admin Zone,91.0,129.76
2024-03-27 09:11:00,Academic Zone,460.0,653.39
2024-03-27 09:04:00,Library,334.0,365.53
2024-03-27 09:16:00,Cafeteria,194.0,348.43
2024-03-27 09:29:00,Sports Complex,107.0,136.22
2024-03-27 09:29:00,Hostel Area,229.0,245.65
2024-03-27 09:56:00,Admin Zone,159.0,296.71
2024-03-27 10:01:00,Academic Zone,388.0,758.12
2024-03-27 10:44:00,Library,359.0,540.48
2024-03-27 10:38:00,Cafeteria,252.0,431.89
2024-03-27 10:08:00,Sports Complex,141.0,270.39
2024-03-27 10:00:00,Hostel Area,243.0,414.73
2024-03-27 10:58:00,Admin Zone,87.0,100.18
2024-03-27 11:28:00,Academic Zone,393.0,632.32
2024-03-27 11:07:00,Library,226.0,313.34
2024-03-27 11:05:00,Cafeteria,190.0,284.75
2024-03-27 11:51:00,Sports Complex,97.0,104.46
2024-03-27 11:22:00,Hostel Area,245.0,353.57
2024-03-27 11:53:00,Admin Zone,182.0,349.71
2024-03-27 12:10:00,Academic Zone,301.0,276.25
2024-03-27 12:14:00,Library,343.0,598.55
2024-03-27 12:45:00,Cafeteria,130.0,229.55
2024-03-27 12:48:00,Sports Complex,97.0,126.42
2024-03-27 12:35:00,Hostel Area,153.0,263.55
2024-03-27 12:00:00,Admin Zone,127.0,202.74
2024-03-27 13:11:00,Academic Zone,353.0,672.88
2024-03-27 13:12:00,Library,256.0,162.15
2024-03-27 13:27:00,Cafeteria,185.0,341.48
2024-03-27 13:44:00,Sports Complex,105.0,117.21
2024-03-27 13:10:00,Hostel Area,188.0,274.14
2024-03-27 13:06:00,Admin Zone,88.0,116.78
2024-03-27 14:41:00,Academic Zone,456.0,547.96
2024-03-27 14:50:00,Library,263.0,451.04
2024-03-27 14:38:00,Cafeteria,120.0,228.82
2024-03-27 14:46:00,Sports Complex,89.0,105.38
2024-03-27 14:42:00,Hostel Area,292.0,514.37
2024-03-27 14:10:00,Admin Zone,100.0,138.55
2024-03-27 15:04:00,Academic Zone,332.0,465.43
2024-03-27 15:22:00,Library,310.0,545.29
2024-03-27 15:58:00,Cafeteria,62.0,77.63
2024-03-27 15:58:00,Sports Complex,80.0,108.71
2024-03-27 15:33:00,Hostel Area,220.0,404.9
2024-03-27 15:50:00,Admin Zone,,
2024-03-27 16:07:00,Academic Zone,234.0,199.01
2024-03-27 16:33:00,Library,225.0,329.05
2024-03-27 16:36:00,Cafeteria,114.0,178.48
2024-03-27 16:58:00,Sports Complex,58.0,80.91
2024-03-27 16:31:00,Hostel Area,140.0,130.46
2024-03-27 16:46:00,Admin Zone,89.0,200.72
2024-03-27 17:00:00,Academic Zone,231.0,292.92
2024-03-27 17:43:00,Library,183.0,214.39
2024-03-27 17:23:00,Cafeteria,101.0,138.6
2024-03-27 17:36:00,Sports Complex,58.0,81.89
2024-03-27 17:06:00,Hostel Area,168.0,231.5
2024-03-27 17:27:00,Admin Zone,77.0,71.21
2024-03-27 18:06:00,Academic Zone,200.0,304.89
2024-03-27 18:49:00,Library,262.0,378.2
2024-03-27 18:07:00,Cafeteria,133.0,142.89
2024-03-27 18:32:00,Sports Complex,65.0,102.15
2024-03-27 18:27:00,Hostel Area,217.0,338.59
